Date,Adj Close,Close,High,Low,Open,Volume
2020-01-01,557.1560668945312,588.25,589.5,580.7000122070312,585.0,720807
2020-01-02,563.9755249023438,595.4500122070312,597.2000122070312,584.2000122070312,589.5,1388201
2020-01-03,559.5239868164062,590.75,594.2000122070312,587.2999877929688,591.5,1063950
2020-01-06,554.0306396484375,584.9500122070312,589.0,579.0,589.0,1218216
2020-01-07,563.5966186523438,595.0499877929688,604.0,583.0499877929688,584.9500122070312,4247207
2020-01-08,569.0900268554688,600.8499755859375,603.0,584.5999755859375,585.75,2090846
2020-01-09,572.594482421875,604.5499877929688,614.9000244140625,598.25,602.0,2795225
2020-01-10,568.5692138671875,600.2999877929688,608.5,595.0499877929688,607.0,1921690
2020-01-13,560.6605834960938,591.9500122070312,605.75,590.0,604.0,2174995
2020-01-14,552.7045288085938,583.5499877929688,594.9000244140625,579.2000122070312,593.2000122070312,2911749
2020-01-15,554.8355712890625,585.7999877929688,589.5,573.7999877929688,584.0,3419279
2020-01-16,557.0139770507812,588.0999755859375,591.7999877929688,582.0999755859375,587.0999755859375,1705322
2020-01-17,558.103271484375,589.25,597.3499755859375,585.9000244140625,589.9500122070312,1813763
2020-01-20,553.6990356445312,584.5999755859375,590.8499755859375,580.5499877929688,590.0,2425877
2020-01-21,547.163818359375,577.7000122070312,582.7999877929688,572.2000122070312,582.7999877929688,4789489
2020-01-22,533.193359375,562.9500122070312,582.8499755859375,553.4000244140625,582.8499755859375,7453773
2020-01-23,513.540283203125,542.2000122070312,564.5499877929688,540.2999877929688,560.0,4533870
2020-01-24,514.58203125,543.2999877929688,564.5,541.0,541.0,8132638
2020-01-27,508.85186767578125,537.25,550.0999755859375,535.0,545.4000244140625,4285510
2020-01-28,508.56768798828125,536.9500122070312,548.0,533.2000122070312,538.25,4042406
2020-01-29,513.4928588867188,542.1500244140625,545.9000244140625,537.0499877929688,543.9000244140625,2182366
2020-01-30,515.3871459960938,544.1500244140625,551.3499755859375,539.0999755859375,541.9500122070312,3514667
2020-01-31,498.7174377441406,526.5499877929688,549.0,525.0,547.4500122070312,4340034
2020-02-03,486.1678466796875,513.2999877929688,517.5,505.0,506.75,3012267
2020-02-04,494.9762268066406,522.5999755859375,525.9500122070312,515.0,516.9500122070312,2253175
2020-02-05,509.04132080078125,537.4500122070312,542.2999877929688,521.5499877929688,525.0999755859375,3105094
2020-02-06,508.47296142578125,536.8499755859375,545.2000122070312,533.5999755859375,537.0499877929688,2052126
2020-02-07,514.3926391601562,543.0999755859375,555.4500122070312,538.2999877929688,539.0,5702296
2020-02-10,543.7540283203125,574.0999755859375,579.5999755859375,555.7000122070312,570.2999877929688,15352223
2020-02-11,546.1693115234375,576.6500244140625,584.7999877929688,569.9000244140625,574.4000244140625,5097454
2020-02-12,543.5646362304688,573.9000244140625,583.0,570.4500122070312,578.4500122070312,3277025
2020-02-13,548.1582641601562,578.75,582.9000244140625,562.9000244140625,572.0,2902199
2020-02-14,560.37646484375,591.6500244140625,601.4000244140625,578.0999755859375,579.5999755859375,6213486
2020-02-17,563.5493774414062,595.0,599.7999877929688,591.1500244140625,593.0,2418399
2020-02-18,554.2673950195312,585.2000122070312,592.0,574.0,592.0,2972328
2020-02-19,554.2673950195312,585.2000122070312,593.8499755859375,581.2999877929688,589.9000244140625,2843587
2020-02-20,553.4622192382812,584.3499755859375,596.25,580.7000122070312,586.0,1802988
2020-02-24,542.948974609375,573.25,590.75,570.0999755859375,586.9500122070312,1975289
2020-02-25,536.4136962890625,566.3499755859375,577.6500244140625,562.0999755859375,573.2999877929688,2912488
2020-02-26,533.2407836914062,563.0,569.7999877929688,556.0,565.7999877929688,2885119
2020-02-27,521.7329711914062,550.8499755859375,561.5499877929688,548.8499755859375,561.5499877929688,1668088
2020-02-28,492.2295837402344,519.7000122070312,546.5999755859375,514.0,543.0,2974535
2020-03-02,487.16229248046875,514.3499755859375,541.5999755859375,509.6000061035156,527.0,1907596
2020-03-03,493.98175048828125,521.5499877929688,526.6500244140625,512.5499877929688,519.9000244140625,2499968
2020-03-04,484.5577392578125,511.6000061035156,533.5999755859375,498.1000061035156,525.0,4037644
2020-03-05,488.7724304199219,516.0499877929688,529.0,513.0,518.9000244140625,2794208
2020-03-06,486.4519348144531,513.5999755859375,516.8499755859375,491.3500061035156,499.0,3567046
2020-03-09,485.8836975097656,513.0,519.9000244140625,494.6499938964844,504.6499938964844,4467786
2020-03-11,489.6248779296875,516.9500122070312,523.4500122070312,497.6000061035156,498.54998779296875,5659070
2020-03-12,420.1520690917969,443.6000061035156,520.4000244140625,434.79998779296875,504.54998779296875,8132990
2020-03-13,389.1331481933594,410.8500061035156,438.0,377.1000061035156,428.0,9711669
2020-03-16,356.88299560546875,376.79998779296875,394.95001220703125,373.5,392.29998779296875,5282490
2020-03-17,332.3046875,350.8500061035156,379.95001220703125,343.1000061035156,370.0,9227845
2020-03-18,304.8375549316406,321.8500061035156,363.95001220703125,314.6000061035156,360.0,5545759
2020-03-19,281.0643005371094,296.75,313.29998779296875,293.0,301.20001220703125,7227403
2020-03-20,284.28460693359375,300.1499938964844,320.6499938964844,287.0,294.0,7465285
2020-03-23,241.1422882080078,254.60000610351562,283.0,240.14999389648438,270.1499938964844,3029255
2020-03-24,248.19847106933594,262.04998779296875,277.0,249.5,265.5,4168341
2020-03-25,277.3230895996094,292.79998779296875,301.3500061035156,252.0,257.0,3838980
2020-03-26,296.0291442871094,312.54998779296875,330.79998779296875,290.20001220703125,298.0,5887818
2020-03-27,305.1690673828125,322.20001220703125,336.0,315.29998779296875,327.6000061035156,4833123
2020-03-30,292.1458740234375,308.45001220703125,317.20001220703125,293.70001220703125,317.20001220703125,3121310
2020-03-31,309.24176025390625,326.5,331.75,309.25,315.45001220703125,2779879
2020-04-01,289.58856201171875,305.75,328.5,303.0,328.5,2681565
2020-04-03,282.34295654296875,298.1000061035156,307.5,295.0,306.1499938964844,3265474
2020-04-07,306.5423583984375,323.6499938964844,326.0,307.1499938964844,311.0,3624533
2020-04-08,303.2747802734375,320.20001220703125,337.5,316.45001220703125,320.0,4632236
2020-04-09,302.1382141113281,319.0,332.3999938964844,312.75,330.0,4690937
2020-04-13,307.773681640625,324.95001220703125,334.20001220703125,316.5,321.0,4850246
2020-04-15,332.0205078125,350.54998779296875,381.75,329.8999938964844,329.95001220703125,22250797
